CASENAME,Depth,Area,RESTHICK,PRESS,TEMP,OILGRAV,SOLGOR,Visco,Psat,Bo,FLUIDTYPE,WATSAL,Aquifer,POROSITY,NTG,PERM,CONWATER,PERM.AQUIFER,OOIP,RF,RFmax,Np,Nw,Ng,Nwi,GOR,SWx,RELPERM.RESSAT.Kro,RELPERM.ENDPOINT.Kro,RELPERM.ENDPOINT.Krw,RELPERM.EXPON.Kro,RELPERM.EXPON.Krw,PROD.PI,WINJ.PI,PROD_TIME,Field.OILRATE,Field.WATRATE,Field.GASRATE,Field.INJWATRATE,Field.INJGASRATE,NumPROD,NumWINJ,BODP_well,RECOVERY,acuifero
0df87dcc,10280,16.3,149,5230,214.0,15.5,20.0,38.5,207.0,1.04,,15900.0,,0.29100000000000004,0.63,2120,0.233,1740.0,480,28.432513748520073,31.611438356661996,156.9115,407.87602499999986,257220.57625,292.9464875000001,15.0,0.4589789303079408,0.2629,0.9792,0.48,3.5105211267605356,2.2025450000000264,15.0,8.780780780780672,33.16212499999998,45000.0,233500.0,0.0,40683.16690442231,2357.9457364341033,4.0,1.0,123704.42974151086,,0
13486914,8110,9.6,148,3810,206.0,32.1,430.0,0.9,1911.0,1.1583,,57100.0,Strong,0.201,0.62,290,0.273,240.0,200,29.212930294392017,37.20317206204154,156.9115,407.87602499999986,257220.57625,292.9464875000001,472.0,0.4589789303079408,0.23,0.85,0.36,2.137,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,22000.0,5200.0,0.0,40683.16690442231,2357.9457364341033,7.0,0.0,68643.38004272847,,3
37326a90,4510,26.3,102,8280,143.0,41.4,2780.0,0.6,7543.0,1.2654,,118200.0,None,0.105,0.77,60,0.405,30.0,170,40.85866172382835,56.21910399381048,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.252,0.8457892857142872,0.239,3.5105211267605356,1.702,5.7838827838827855,8.780780780780672,33.16212499999998,11000.0,46200.0,200.0,40683.16690442231,2357.9457364341033,44.0,26.0,10034.516050274728,,0
db61e8fd,2740,34.0,91,1480,121.0,20.3,70.0,27.0,474.0,1.0318,,62233.24099722996,Medium,0.172,0.71,330,0.382,190.0,270,14.20194305539153,19.659478393827776,156.9115,407.87602499999986,257220.57625,292.9464875000001,52.0,0.4589789303079408,0.25912882096070033,0.7996,0.2252,3.5105211267605356,2.2025450000000264,2.0,2.0,33.16212499999998,20000.0,400.0,0.0,40683.16690442231,2357.9457364341033,18.0,0.0,24991.95675885421,,1
309e6fa6,4970,10.9,399,1920,191.0,41.7,410.0,0.4,1752.0,1.21,,48100.0,Medium,0.166,0.77,250,0.228,220.0,570,31.166323071437148,35.77176659788147,156.9115,407.87602499999986,257220.57625,292.9464875000001,1113.0,0.4589789303079408,0.20800000000000002,0.77,0.385,3.5105211267605356,2.2025450000000264,5.0,8.780780780780672,33.16212499999998,55200.0,62122.82321899733,100.0,40683.16690442231,2357.9457364341033,11.0,0.0,40675.896492239015,,1
3bbc6267,7960,20.8,110,4570,169.0,13.8,50.0,113.9,555.0,1.0349,,57000.0,Medium,0.244,0.7,450,0.33399999999999996,310.0,360,19.090065624815583,24.698364983011608,156.9115,407.87602499999986,257220.57625,292.9464875000001,35.0,0.4589789303079408,0.302,0.69,0.31,3.5105211267605356,2.2025450000000264,2.0,4.0,33.16212499999998,36000.0,55100.0,25.67164179104483,40683.16690442231,2357.9457364341033,10.0,4.0,49129.34555905403,,1
d395e7a7,1820,22.9,213,3780,131.0,40.3,940.0,1.0,3436.0,1.11,,114300.0,Weak,0.102,0.84,80,0.39899999999999997,30.0,270,38.497724710725834,46.412272182767346,156.9115,407.87602499999986,257220.57625,292.9464875000001,11492.0,0.4589789303079408,0.2684,0.8457892857142872,0.34043012912482085,3.5105211267605356,2.2025450000000264,5.7838827838827855,2.0,33.16212499999998,28000.0,35200.0,100.0,40683.16690442231,2357.9457364341033,29.0,25.0,17681.109167933704,,5
21767112,8470,35.6,192,4580,181.0,39.7,120.0,1.2,376.0,1.0498,,62233.24099722996,Medium,0.289,0.8,380,0.168,400.0,1940,22.50248780920858,33.965519719349984,156.9115,407.87602499999986,257220.57625,292.9464875000001,87.0,0.4589789303079408,0.23,0.85,0.25,5.02,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,235100.0,1100.0,25.67164179104483,40683.16690442231,2357.9457364341033,16.0,0.0,26317.873207174125,,1
cd25f37f,11120,26.2,228,5050,243.0,16.2,170.0,6.9,1791.0,1.0858,,35200.0,Very Strong,0.22399999999999998,0.45,2660,0.276,1720.0,640,20.828968896424925,31.40814397040309,156.9115,407.87602499999986,257220.57625,292.9464875000001,124.0,0.4589789303079408,0.2214,0.8457892857142872,0.265,3.5105211267605356,2.2025450000000264,16.0,8.780780780780672,33.16212499999998,59000.0,37200.0,0.0,40683.16690442231,2357.9457364341033,5.0,1.0,100673.23602161603,,4
7d16e349,2230,5.0,172,3010,120.0,45.4,760.0,38.24694148936168,2720.0,1.1608,,96400.0,Weak,0.113,0.48,60,0.324,40.0,50,40.059348341569866,47.78147727195881,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.25912882096070033,0.9390000000000001,0.309,3.5105211267605356,2.2025450000000264,0.0,8.780780780780672,33.16212499999998,6000.0,15200.0,25.67164179104483,40683.16690442231,2357.9457364341033,16.0,10.0,49129.34555905403,,5
96e96412,9000,15.5,160,4710,216.0,38.1,1280.0,0.3,3752.0,1.49,,41100.0,,0.16399999999999998,0.53,120,0.20800000000000002,100.0,230,30.13712606107597,40.46313234398447,156.9115,407.87602499999986,257220.57625,292.9464875000001,8464.0,0.4589789303079408,0.25912882096070033,0.9109999999999999,0.19,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,20600.0,1000.0,100.0,40683.16690442231,2357.9457364341033,10.0,9.332857142857154,51419.507941980846,,0
9e1d6b48,11750,15.1,73,5940,238.0,32.9,50.0,1.2,172.0,1.05,,1300.0,Very Strong,0.3,0.66,1660,0.151,1530.0,240,39.644117479681086,46.7798014192025,156.9115,407.87602499999986,257220.57625,292.9464875000001,37.0,0.4589789303079408,0.21,0.67,0.34043012912482085,3.5105211267605356,2.2025450000000264,6.0,8.780780780780672,33.16212499999998,19000.0,79000.0,0.0,40683.16690442231,2357.9457364341033,5.0,0.0,85696.69181848294,,4
724ee925,5220,23.4,374,3080,155.0,46.2,760.0,0.4,2792.0,1.38,,54800.0,Weak,0.2,0.58,130,0.214,110.0,1140,41.62977039378557,46.57075018910044,156.9115,407.87602499999986,257220.57625,292.9464875000001,6029.0,0.4589789303079408,0.21899999999999997,0.9356,0.1482,3.5105211267605356,1.91,2.0,3.0,33.16212499999998,52979.790026246745,39300.0,300.0,40683.16690442231,2357.9457364341033,30.0,29.0,14578.173639064773,,5
7634ee88,4910,13.3,52,3310,129.0,31.4,750.0,1.6,3218.0,1.1261752223634045,,111100.0,Weak,0.152,0.57,80,0.39799999999999996,50.0,40,34.071339401667544,40.912872606079915,156.9115,407.87602499999986,257220.57625,292.9464875000001,564.0,0.4589789303079408,0.28800000000000003,0.8735,0.2417,3.5105211267605356,2.2025450000000264,0.0,8.780780780780672,33.16212499999998,3600.0,62122.82321899733,0.0,40683.16690442231,2357.9457364341033,13.0,7.0,33617.92035248364,,5
885970ca,1300,23.7,100,1170,98.0,21.3,10.0,93.7,3.0,1.0148,,66800.0,Weak,0.239,0.64,170,0.3003919270833331,423.3383010432194,310,22.997095758204306,26.201864193208316,156.9115,407.87602499999986,257220.57625,292.9464875000001,8.0,0.4589789303079408,0.25912882096070033,0.97,0.2868,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,33000.0,65400.0,25.67164179104483,40683.16690442231,2357.9457364341033,61.0,31.0,7680.029891618551,,5
80ad7f90,11530,6.9,54,5770,235.0,40.7,580.0,0.4,2053.0,1.22,,6000.0,Strong,0.26899999999999996,0.77,520,0.157,500.0,80,40.10760701163458,49.07830752605136,156.9115,407.87602499999986,257220.57625,292.9464875000001,438.0,0.4589789303079408,0.2041,0.96,0.28,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,9000.0,14700.0,25.67164179104483,40683.16690442231,2357.9457364341033,4.0,9.332857142857154,124780.78062740533,,3
6cfefdfd,4010,16.3,300,1890,144.0,12.4,347.54914809960695,512.4,1.0,1.0217,,39400.0,Very Strong,0.282,0.44,2730,0.33299999999999996,1910.0,510,19.19280489657602,24.93672633343641,156.9115,407.87602499999986,257220.57625,292.9464875000001,4.0,0.4589789303079408,0.2835,0.8457892857142872,0.21,3.5105211267605356,2.2025450000000264,5.7838827838827855,39.0,33.16212499999998,42000.0,164500.0,0.0,40683.16690442231,2357.9457364341033,5.0,1.0,101409.10122344038,,4
6f28ff66,10240,20.2,206,5520,208.0,28.24155019059721,270.0,1.1,1103.0,1.0985,,19900.0,Medium,0.27899999999999997,0.46,220,0.184,210.0,530,29.824953391189364,36.93361759558445,156.9115,407.87602499999986,257220.57625,292.9464875000001,202.0,0.4589789303079408,0.25912882096070033,0.909,0.273,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,42000.0,52100.0,0.0,40683.16690442231,2357.9457364341033,11.0,7.0,46659.499774153606,,1
b8b1ddc7,11630,14.7,274,5770,175.90724269377387,16.6,60.0,11.3,703.0,1.05,,8800.0,Very Strong,0.285,0.53,2680,0.191,2380.0,620,48.01918953758285,46.03277631618805,156.9115,407.87602499999986,257220.57625,292.9464875000001,46.0,0.4589789303079408,0.235,0.866,0.41,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,51000.0,464500.0,0.0,40683.16690442231,2357.9457364341033,4.0,9.332857142857154,49129.34555905403,,4
586c575d,5420,37.2,159,2810,161.0,24.3,280.0,4.2,1645.0,1.0944,,91900.0,Medium,0.182,0.68,170,0.369,130.0,570,17.63615295728239,25.123345968543397,156.9115,407.87602499999986,257220.57625,292.9464875000001,670.0,0.4589789303079408,0.25912882096070033,0.813,0.2933,3.5105211267605356,1.96,5.7838827838827855,8.780780780780672,33.16212499999998,55000.0,800.0,0.0,40683.16690442231,2357.9457364341033,25.0,0.0,17568.034288012655,,1
b43fd530,11990,20.3,45,5990,248.0,42.2,450.0,0.5,1734.0,1.173,,1400.0,Very Strong,0.298,0.52,1710,0.151,423.3383010432194,180,43.05449469609962,52.82946509626639,156.9115,407.87602499999986,257220.57625,292.9464875000001,337.0,0.4589789303079408,0.187,0.63,0.39,3.5105211267605356,1.63,3.0,8.780780780780672,33.16212499999998,13000.0,39500.0,0.0,40683.16690442231,2357.9457364341033,5.0,9.332857142857154,96190.78729036963,,4
b045d29d,2870,16.6,422,3920,118.0,42.1,950.0,38.24694148936168,3558.0,1.21,,114900.0,Weak,0.11599999999999999,0.75,40,0.395,30.0,420,40.785367320594894,48.313912014676006,156.9115,407.87602499999986,257220.57625,292.9464875000001,12308.0,0.4589789303079408,0.2806,0.7142,0.457,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,38000.0,57700.0,100.0,40683.16690442231,2357.9457364341033,49.0,42.0,49129.34555905403,,5
5fc0526b,6410,16.3,291,4110,149.0,42.2,347.54914809960695,0.9,1292.0,1.13,,35400.0,Weak,0.248,0.63,140,0.196,140.0,670,40.778092675838764,47.63873602930923,156.9115,407.87602499999986,257220.57625,292.9464875000001,314.0,0.4589789303079408,0.25,0.8457892857142872,0.3614,3.5105211267605356,2.2025450000000264,2.0,3.0,33.16212499999998,61600.0,63200.0,0.0,40683.16690442231,2357.9457364341033,13.0,9.0,34108.764073871025,,5
a601c91f,5240,18.7,71,2380,164.0,25.1,150.0,6.1,1588.1898395721917,1.0590000000000002,,62233.24099722996,Medium,0.204,0.8,400,0.34700000000000003,310.0,200,19.57864659957751,25.670212015554675,156.9115,407.87602499999986,257220.57625,292.9464875000001,113.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.42,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,15000.0,3700.0,0.0,40683.16690442231,2357.9457364341033,15.0,0.0,27574.644460076237,,1
a5d7cb84,5360,33.6,139,3460,150.0,18.2,310.0,16.3,2399.0,1.1,,108400.0,Weak,0.152,0.72,160,0.41100000000000003,100.0,430,21.482513765489813,29.196798880348098,156.9115,407.87602499999986,257220.57625,292.9464875000001,229.0,0.4589789303079408,0.31,0.8696,0.2852,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,30600.0,100.0,0.0,40683.16690442231,2357.9457364341033,18.0,13.0,49129.34555905403,,5
a27bceb2,1940,20.42978177150193,150,3060,112.0,32.3,560.0,2.7,2784.0,1.09,,121800.0,,0.113,0.6,70,0.435,40.0,210,24.39953255867023,31.54196112961794,156.9115,407.87602499999986,257220.57625,292.9464875000001,557.0,0.4589789303079408,0.25912882096070033,0.89,0.245,3.5105211267605356,2.2025450000000264,0.0,1.0,33.16212499999998,52979.790026246745,46100.0,0.0,40683.16690442231,2357.9457364341033,18.025099075297234,32.0,8362.517842058733,,0
450a411e,9390,19.8,398,4140,224.0,33.0,170.0,1.2,763.0,1.0761,,20600.0,Very Strong,0.266,0.56,990,0.201,920.0,1500,33.36976507949352,39.84822240911846,156.9115,407.87602499999986,257220.57625,292.9464875000001,126.0,0.4589789303079408,0.2097,0.7069,0.3989,3.5105211267605356,1.944,5.7838827838827855,8.780780780780672,33.16212499999998,167000.0,167100.0,0.0,40683.16690442231,2357.9457364341033,7.0,0.0,69212.69377677319,,4
42a64428,2600,17.5,298,2100,112.0,41.6,500.0,0.8,1924.0,1.2,,90500.0,Weak,0.147,0.64,70,0.31,60.0,430,34.333885985394076,40.73734809148371,156.9115,407.87602499999986,257220.57625,292.9464875000001,9811.0,0.4589789303079408,0.258,0.8457892857142872,0.3,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,33000.0,0.0,100.0,40683.16690442231,2357.9457364341033,38.0,41.0,11038.559498327728,,5
417046b3,1480,31.4,130,1050,107.0,13.1,30.0,1629.9,291.0,1.02,,115200.0,Medium,0.11900000000000001,0.73,250,0.44299999999999995,80.0,270,12.429637289060818,15.606386849088523,156.9115,407.87602499999986,257220.57625,292.9464875000001,21.0,0.4589789303079408,0.25912882096070033,0.9568,0.32,4.4,2.2025450000000264,1.0,3.0,33.16212499999998,11200.0,57800.0,0.0,40683.16690442231,2357.9457364341033,28.0,13.0,15302.23150303521,,1
f1435685,7150,20.42978177150193,265,2950,210.0,35.5,120.0,1.2,514.0,1.06,,21700.0,Very Strong,0.228,0.63,930,0.20800000000000002,760.0,610,34.822194231317745,39.634227836804506,156.9115,407.87602499999986,257220.57625,292.9464875000001,92.0,0.4589789303079408,0.2235,0.84,0.2079,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,61000.0,104800.0,25.67164179104483,40683.16690442231,2357.9457364341033,6.0,0.0,49129.34555905403,,4
f5395128,6680,20.9,134,4390,150.0,43.5,620.0,0.6,1875.0,1.2,,34700.0,Weak,0.221,0.6,110,0.19,90.0,400,41.55020888052188,49.83099361266065,156.9115,407.87602499999986,257220.57625,292.9464875000001,461.0,0.4589789303079408,0.254,0.7534,0.3707,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,30600.0,32100.0,0.0,40683.16690442231,2357.9457364341033,20.0,12.0,49129.34555905403,,5
1abcd1de,11140,26.0,185,5650,228.0,32.2,347.54914809960695,0.9,1944.0,1.15,,22800.0,Medium,0.255,0.73,410,0.196,370.0,980,27.397916351918933,37.12919974850401,156.9115,407.87602499999986,257220.57625,292.9464875000001,321.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.275,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,91000.0,7600.0,25.67164179104483,40683.16690442231,2357.9457364341033,11.0,0.0,42396.103840855765,,1
fe1b5ce9,3390,21.1,154,2000,132.0,15.5,347.54914809960695,38.24694148936168,1140.0,1.0417,,107800.0,Medium,0.138,0.58,180,0.425,80.0,180,15.377790235154155,20.225324274098192,156.9115,407.87602499999986,257220.57625,292.9464875000001,3072.1133879781437,0.4589789303079408,0.3126,0.8457892857142872,0.3273,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,18000.0,62122.82321899733,0.0,40683.16690442231,2357.9457364341033,12.0,5.0,49129.34555905403,,1
e37d4aaa,4410,20.42978177150193,290,12460,160.0,39.7,5920.0,0.6,11350.0,1.206,,123400.0,Weak,0.10099999999999999,0.62,60,0.435,30.0,430,51.19014201791445,76.20911626657407,156.9115,407.87602499999986,257220.57625,292.9464875000001,34637.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.23399999999999999,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,36000.0,47000.0,700.0,40683.16690442231,2357.9457364341033,56.0,51.0,7478.648946662413,,5
2882c9d8,4840,20.3,266,2750,165.0,19.0,140.0,24.8,1263.0,1.0544,,90100.0,Medium,0.146,0.76,240,0.385,110.0,450,15.168907083127118,21.79667970286357,156.9115,407.87602499999986,257220.57625,292.9464875000001,102.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.28,3.5105211267605356,2.408,3.0,8.780780780780672,33.16212499999998,38900.0,2400.0,0.0,40683.16690442231,2357.9457364341033,11.0,0.0,40825.11167864643,,1
cff34674,5250,31.1,139,2660,182.0,42.0,760.0,0.5,2575.0,1.281,,77800.0,Weak,0.135,0.67,120,0.305,70.0,350,36.727598203089784,44.587592130440385,156.9115,407.87602499999986,257220.57625,292.9464875000001,569.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.33,3.17,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,26700.0,33300.0,0.0,40683.16690442231,2357.9457364341033,17.0,13.0,29809.69185058493,,5
27dac3b4,5170,31.0,127,3140,136.0,22.9,160.0,11.9,1031.0,1.0526,,89000.0,Weak,0.23199999999999998,0.44,140,0.363,110.0,300,26.492242904721515,32.253693750317765,156.9115,407.87602499999986,257220.57625,292.9464875000001,123.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.27699999999999997,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,33000.0,41200.0,0.0,40683.16690442231,2357.9457364341033,25.0,17.0,49129.34555905403,,5
240cc12f,2750,7.9,195,3810,105.0,44.6,940.0,0.8,3448.0,1.23,,114300.0,Weak,0.11900000000000001,0.8,30,0.389,20.0,140,41.71062413914416,50.30130404920644,156.9115,407.87602499999986,257220.57625,292.9464875000001,944.0,0.4589789303079408,0.25912882096070033,0.823,0.37,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,13000.0,38600.0,0.0,40683.16690442231,2357.9457364341033,26.0,29.0,49129.34555905403,,5
319ed836,8820,17.5,122,4980,189.0,41.3,620.0,0.6,2076.0,1.21,,38600.0,Weak,0.243,0.42,100,0.205,90.0,210,41.40667843708588,49.84493738384356,156.9115,407.87602499999986,257220.57625,292.9464875000001,466.0,0.4589789303079408,0.24100000000000002,0.97,0.3611,3.5105211267605356,2.2025450000000264,5.7838827838827855,1.0,33.16212499999998,18000.0,17400.0,25.67164179104483,40683.16690442231,2357.9457364341033,19.0,14.0,24864.84214039979,,5
3248daad,7890,27.9,77,3490,210.0,19.7,190.0,6.0,1625.0,1.09,,67600.0,Strong,0.17,0.78,610,0.33799999999999997,400.0,280,20.754303763198454,27.90886298164994,156.9115,407.87602499999986,257220.57625,292.9464875000001,143.0,0.4589789303079408,0.2524,0.7657,0.34043012912482085,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,33000.0,20000.0,0.0,40683.16690442231,2357.9457364341033,8.0,0.0,58053.30950153947,,3
d9b75df6,10140,10.6,414,4760,229.0,32.0,240.0,1.0,1052.0,1.1,,23300.0,Very Strong,0.282,0.43,790,0.2,740.0,520,39.051822598092585,44.05844040776476,156.9115,407.87602499999986,257220.57625,292.9464875000001,177.0,0.4589789303079408,0.25912882096070033,0.8892,0.34,3.5105211267605356,2.452,12.0,8.780780780780672,33.16212499999998,43000.0,138400.0,0.0,40683.16690442231,2357.9457364341033,18.025099075297234,9.332857142857154,97047.99333203584,,4
3ec6d25a,9640,14.6,92,4610,194.0,27.0,60.0,3.9,1588.1898395721917,1.0466,,13100.0,Strong,0.278,0.6,1440,0.195,1230.0,200,32.13283239665798,37.92225376865986,156.9115,407.87602499999986,257220.57625,292.9464875000001,47.0,0.4589789303079408,0.23,0.8457892857142872,0.3087,3.5105211267605356,2.7089999999999996,5.7838827838827855,8.780780780780672,33.16212499999998,15000.0,79700.0,25.67164179104483,40683.16690442231,2357.9457364341033,5.0,0.0,86462.9914784187,,3
396ad76c,7650,23.4,150,4480,159.0,41.8,180.0,1.1,583.0,1.064,,15500.0,Medium,0.27,0.66,190,0.17300000000000001,180.0,860,37.28987030660577,42.875525591023546,156.9115,407.87602499999986,257220.57625,292.9464875000001,136.0,0.4589789303079408,0.25912882096070033,0.8873,0.177,3.5105211267605356,2.2025450000000264,2.0,8.780780780780672,33.16212499999998,90000.0,105300.0,0.0,40683.16690442231,2357.9457364341033,22.0,18.0,20085.486259184705,,1
d6ef579a,3580,24.4,123,2500,113.0,14.1,140.0,238.2,1609.0,1.0452,,62233.24099722996,Weak,0.14300000000000002,0.51,100,0.439,50.0,150,17.1776962572405,23.508394176067018,156.9115,407.87602499999986,257220.57625,292.9464875000001,104.0,0.4589789303079408,0.3266,0.9229999999999999,0.2546,3.5105211267605356,2.2025450000000264,1.0,1.0,33.16212499999998,52979.790026246745,22400.0,0.0,40683.16690442231,2357.9457364341033,23.0,18.0,20836.57792089861,,5
81adc800,1950,28.8,218,8020,111.0,35.1,2420.0,1.9,7274.0,1.113,,124600.0,Weak,0.102,0.45,20,0.446,10.0,230,44.50852867687243,58.04380693587524,156.9115,407.87602499999986,257220.57625,292.9464875000001,2578.0,0.4589789303079408,0.25912882096070033,0.69,0.363,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,22000.0,73700.0,200.0,40683.16690442231,2357.9457364341033,178.0,196.0,49129.34555905403,,5
827bca9b,5840,30.8,171,2760,183.0,11.3,30.0,184.2,454.0,1.0326,,91200.0,Strong,0.204,0.63,920,0.418,560.0,540,16.79622259698519,21.677759275741217,156.9115,407.87602499999986,257220.57625,292.9464875000001,26.0,0.4589789303079408,0.29600000000000004,0.95,0.32,3.5105211267605356,2.2025450000000264,5.7838827838827855,14.0,33.16212499999998,55000.0,95200.0,0.0,40683.16690442231,2357.9457364341033,7.0,2.0,59406.59170307253,,3
9393d42f,11000,6.3,238,5490,231.0,46.6,347.54914809960695,0.3,2427.0,1.29,,62233.24099722996,Medium,0.275,0.6,360,0.153,423.3383010432194,300,41.277441552201985,48.819220647393855,156.9115,407.87602499999986,257220.57625,292.9464875000001,579.0,0.4589789303079408,0.25912882096070033,0.8270000000000001,0.358,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,23000.0,24900.0,25.67164179104483,40683.16690442231,2357.9457364341033,5.0,0.0,100174.16636636363,,1
74e25b83,3210,15.7,379,1770,148.0,13.3,10.0,654.3,53.0,1.022,,55400.0,Very Strong,0.214,0.77,1350,0.368,610.0,840,13.865705237659752,20.154868229512783,156.9115,407.87602499999986,257220.57625,292.9464875000001,6.0,0.4589789303079408,0.25912882096070033,0.8457892857142872,0.42,3.5105211267605356,2.2025450000000264,5.7838827838827855,8.780780780780672,33.16212499999998,76000.0,62122.82321899733,0.0,40683.16690442231,2357.9457364341033,6.0,2.0,49129.34555905403,,4
90943745,1990,22.5,294,1320,120.0,33.2,320.0,2.7,1314.0,1.1,,113000.0,Weak,0.163,0.645359394703657,130,0.409,90.0,750,30.189946737620154,34.762576554854654,156.9115,407.87602499999986,257220.57625,292.9464875000001,243.0,0.4589789303079408,0.276,0.8457892857142872,0.276,3.5105211267605356,2.2025450000000264,2.0,3.0,33.16212499999998,77000.0,102200.0,0.0,40683.16690442231,2357.9457364341033,29.0,25.0,17772.458399851315,,5
78bdb285,1160,18.3,59,910,100.0,32.4,210.0,3.5,795.0,1.06,,115400.0,,0.114,0.68,80,0.42,40.0,70,20.568504599505268,25.236989298537182,156.9115,407.87602499999986,257220.57625,292.9464875000001,202.0,0.4589789303079408,0.25912882096070033,0.9159,0.4369,4.039,2.2025450000000264,0.0,8.780780780780672,33.16212499999998,5200.0,0.0,25.67164179104483,40683.16690442231,2357.9457364341033,73.0,60.0,6107.625935319093,,0
97383273,10690,10.7,278,5720,204.0,34.0,330.0,1.2,1520.0,1.119,,23300.0,Weak,0.264,0.75,180,0.192,160.0,740,39.08974351301138,46.61521380206641,156.9115,407.87602499999986,257220.57625,292.9464875000001,244.0,0.4589789303079408,0.255,0.9202,0.162,3.5105211267605356,2.23,3.0,8.780780780780672,33.16212499999998,76000.0,80400.0,0.0,40683.16690442231,2357.9457364341033,10.0,6.0,49129.34555905403,,5
8e24239d,6640,9.8,384,4640,121.0,44.3,1410.0,0.4,3807.0,1.5061,,84700.0,Weak,0.201,0.65,40,0.282,30.0,510,39.567901137706784,50.046887703291304,156.9115,407.87602499999986,257220.57625,292.9464875000001,6936.0,0.4589789303079408,0.2697,0.78,0.38299999999999995,3.636,1.83,5.7838827838827855,1.0,33.16212499999998,52979.790026246745,2000.0,200.0,40683.16690442231,2357.9457364341033,28.0,22.0,17648.732844539958,,5
660da65d,11670,34.2,194,5890,222.0,43.5,300.0,0.6,1180.0,1.12,,3900.0,Medium,0.295,0.82,620,0.154,590.0,1820,29.35260865148929,41.49405571832201,156.9115,407.87602499999986,257220.57625,292.9464875000001,227.0,0.4589789303079408,0.20600000000000002,0.68,0.413,3.5105211267605356,2.2025450000000264,5.7838827838827855,11.0,33.16212499999998,225100.0,27800.0,25.67164179104483,40683.16690442231,2357.9457364341033,11.0,0.0,39903.00904247137,,1
85062e5c,2680,14.5,151,1500,129.0,19.2,50.0,77.1,431.0,1.0276,,91100.0,Medium,0.18,0.68,350,0.396,200.0,200,16.00884686479815,20.19959852114298,156.9115,407.87602499999986,257220.57625,292.9464875000001,40.0,0.4589789303079408,0.2948,0.8457892857142872,0.31,2.8760000000000003,2.2025450000000264,5.7838827838827855,4.0,33.16212499999998,19000.0,42200.0,0.0,40683.16690442231,2357.9457364341033,12.0,5.0,42466.98573082831,,1
dab0be9c,8330,15.9,412,3740,231.0,17.3,347.54914809960695,5.3,2720.0,1.125,,82600.0,Medium,0.14,0.57,520,0.371,300.0,470,19.737551189834296,25.922125416126207,156.9115,407.87602499999986,257220.57625,292.9464875000001,224.0,0.4589789303079408,0.25912882096070033,0.87,0.34043012912482085,3.5105211267605356,2.2025450000000264,11.0,8.780780780780672,33.16212499999998,42000.0,78700.0,0.0,40683.16690442231,2357.9457364341033,5.0,1.0,93853.43361598556,,1
314f39c7,5980,37.0,125,2960,166.0,30.7,350.0,1.6,1670.0,1.12,,73200.0,Medium,0.158,0.73,220,0.318,140.0,440,23.012482329516434,30.474923489075042,156.9115,407.87602499999986,257220.57625,292.9464875000001,810.0,0.4589789303079408,0.25912882096070033,0.7070000000000001,0.45,3.5105211267605356,2.2025450000000264,1.0,8.780780780780672,33.16212499999998,36700.0,1200.0,0.0,40683.16690442231,2357.9457364341033,16.0,0.0,30820.13008246176,,1
